severity,post_id,slug,title,brand,origin,title_type,meta_type,meta_len,h3_count,has_disclaimer,issues,meta
OK,60402,dabo-natural-rich-foam-cleanser-collagen-60-ml,Dabo Natural Rich Foam Cleanser – Collagen 60 ml,Dabo,South Korea,foam_cleanser,foam_cleanser,151,6,yes,,"Dabo foam cleanser for mature skin with Hydrolyzed Collagen — supports wrinkle repair. Authentic South Korean import — buy at Emart, COD in Bangladesh."
OK,60464,phytotree-pure-alps-mountain-cleansing-foam-150-ml,Phytotree Pure Alps Mountain Cleansing Foam 150 ml,Phytotree Pure Alps,South Korea,foam_cleanser,foam_cleanser,151,6,yes,,"Phytotree Pure Alps foam cleanser with alpine ingredients for normal to oily skin — refreshing. Authentic South Korean import at Emart Bangladesh, COD."
OK,60681,nature-republic-fresh-herb-cleansing-foam-170-ml-peach,Nature Republic Fresh Herb Cleansing Foam 170 ml – PEACH,Nature Republic,South Korea,foam_cleanser,foam_cleanser,136,6,yes,,"Nature Republic peach foam cleanser for dry, dull skin with peach extract — Low pH formula — price in Bangladesh at Emart Skincare, COD."
OK,60772,holika-holika-daily-fresh-olive-cleansing-foam-150-ml,Holika Holika Daily Fresh Olive Cleansing Foam 150 ml,holika holika,South Korea,foam_cleanser,foam_cleanser,157,6,yes,,"Holika Holika olive foam cleanser for normal, dry skin with Olive Extract — gentle daily cleanse. Authentic South Korean import at Emart Bangladesh with COD."
OK,60807,acne-combo-cosrx-low-ph-cleanser-50ml-axis-y-dark-spot-serum-5ml,Acne Combo: Cosrx Low pH Cleanser 50ml + AXIS-Y Dark Spot Serum 5ml,CosRx,South Korea,generic_cleanser,foam_cleanser,140,6,yes,,"COSRX low pH foam + AXIS-Y serum combo for acne, hyperpigmentation in Bangladesh humidity. Low pH 5.5 formula. Buy at Emart Bangladesh, COD."
OK,60870,3w-clinic-rose-water-cleansing-foam-100ml,3w Clinic Rose Water Cleansing Foam 100ml,3W Clinic,South Korea,foam_cleanser,foam_cleanser,156,6,yes,,"3W Clinic rose water foam cleanser for dry, dehydrated skin with rose water — hydrates gently. Authentic South Korean import — buy at Emart Bangladesh, COD."
OK,60872,3w-clinic-charcoal-cleansing-foam-100-ml,3w Clinic Charcoal Cleansing Foam 100 ml,3W Clinic,South Korea,foam_cleanser,foam_cleanser,158,6,yes,,"3W Clinic charcoal foam for oily, combination skin — absorbs excess sebum with activated carbon. Authentic South Korean import — buy at Emart Bangladesh, COD."
OK,60950,dabo-black-force-for-men-foam-cleanser-120-ml,Dabo Black Force For Men Foam Cleanser 120 ml,Dabo,South Korea,foam_cleanser,foam_cleanser,135,6,yes,,Dabo Black Force foam cleanser with Ceramide NP and Panthenol for men's skin — deep cleanse. Buy at Emart Bangladesh with COD delivery.
OK,61032,3w-clinic-collagen-cleansing-foam-100-ml,3W Clinic Collagen Cleansing Foam 100 ml,3W Clinic,South Korea,foam_cleanser,foam_cleanser,152,6,yes,,"3W Clinic collagen foam cleanser for mature, dull skin — hydrolyzed collagen peptides. Authentic South Korean import — buy at Emart Bangladesh with COD."
OK,61036,3w-clinic-green-tea-cleansing-foam-100-ml,3w Clinic Green Tea Cleansing Foam 100 ml,3W Clinic,South Korea,foam_cleanser,foam_cleanser,146,6,yes,,"3W Clinic Green Tea foam cleanser for oily, acne-prone skin — authentic South Korean import with acne care. Buy original at Emart Bangladesh, COD."
OK,61117,tonymoly-intense-care-gold-24k-snail-foam-cleanser-150-ml,Tonymoly Intense Care Gold 24k Snail Foam Cleanser 150 ml,tonymoly,South Korea,foam_cleanser,foam_cleanser,145,6,yes,,"Tonymoly gold-infused snail foam cleanser for dry, mature skin with hyaluronic acid — gentle brightening. Buy at Emart Bangladesh, COD available."
OK,61227,holika-holika-daily-fresh-rice-cleansing-foam-150-ml,Holika Holika Daily Fresh Rice Cleansing Foam 150 ml,holika holika,South Korea,foam_cleanser,foam_cleanser,158,6,yes,,"Holika Holika rice cleansing foam for normal, oily skin with Rice Bran Oil — gentle brightening. Authentic South Korean import — buy at Emart Bangladesh, COD."
OK,61389,tonymoly-shea-butter-chok-chok-foam-cleanser-250-ml,Tonymoly Shea Butter Chok Chok Foam Cleanser 250 ml,tonymoly,South Korea,foam_cleanser,foam_cleanser,144,6,yes,,"Tonymoly foam cleanser for dry, sensitive skin with Shea Butter — nourishing care. Authentic South Korean import — buy at Emart Bangladesh, COD."
OK,61493,dabo-green-tea-vital-rich-healthy-foam-cleanser-100-ml,Dabo Green Tea Vital-Rich Healthy Foam Cleanser 100 ml,Dabo,South Korea,foam_cleanser,foam_cleanser,152,6,yes,,"Dabo Green Tea foam cleanser for oily, acne-prone skin with green tea — gentle daily wash. Authentic South Korean import — buy at Emart Bangladesh, COD."
OK,61648,on-the-body-the-natural-avocado-mild-cleansing-foam-120-g,on the body The Natural Avocado Mild Cleansing Foam - 120 g,L'Oréal,South Korea,foam_cleanser,foam_cleanser,156,6,yes,,"L'Oréal avocado foam cleanser for normal, sensitive skin with glycerin — mild & non-stripping. Authentic South Korean import — buy at Emart Bangladesh, COD."
OK,61872,dabo-rice-ferment-foam-cleanser-whitening-shining-100ml,Dabo Rice Ferment Foam Cleanser Whitening &#038; Shining 100ml,Dabo,South Korea,foam_cleanser,foam_cleanser,153,6,yes,,"Dabo whitening foam with Rice Ferment for dull, uneven skin — brightens and controls shine. Authentic South Korean import — buy at Emart Bangladesh, COD."
OK,61874,dabo-rice-ferment-foam-cleanser-whitening-shining-180ml,Dabo Rice Ferment Foam Cleanser Whitening &#038; Shining 180ml,Dabo,South Korea,foam_cleanser,foam_cleanser,157,6,yes,,"Dabo Rice Ferment foam cleanser for hyperpigmentation-prone skin with rice ferment — brightening. Authentic South Korean import — from Emart Bangladesh, COD."
OK,61946,anua-peach-niacin-spread-cleansing-foam-150ml,Anua Peach Niacin Spread Cleansing Foam 150ml,Anua,South Korea,foam_cleanser,foam_cleanser,137,6,yes,,"Anua peach foam for oily, dull skin with niacinamide — pores & brightening. 2% Niacinamide S.Korea import — buy at Emart Bangladesh, COD."
OK,62036,reihaku-hatomugi-moisturizing-facial-cleansing-foam-170g,Reihaku Hatomugi Moisturizing Facial Cleansing Foam 170g,Reihaku Hatomugi Moisturizing,Japan,foam_cleanser,foam_cleanser,152,6,yes,,"Reihaku Hatomugi foam cleanser for dry, normal skin with Japanese Job's Tears — gentle hydration. Authentic Japan import — buy at Emart Bangladesh, COD."
OK,62038,cow-brand-skin-life-facial-cleansing-foam-medicated-acne-care-130g,Cow brand Skin Life Facial Cleansing Foam Medicated Acne Care 130g,Cow brands,Japan,foam_cleanser,foam_cleanser,155,6,yes,,"Cow brand medicated foam cleanser for oily, acne-prone skin from Japan — controls breakouts. Authentic Japanese import at Emart Bangladesh — COD available."
OK,62706,skin1004-madagascar-centella-poremizing-deep-cleansing-foam-125ml,Skin1004 Madagascar Centella Poremizing Deep Cleansing Foam 125ml,Skin1004,South Korea,foam_cleanser,foam_cleanser,151,6,yes,,"Skin1004 foam cleanser for oily, sensitive skin with Centella Asiatica — pore minimizing. Authentic South Korean import — buy at Emart Bangladesh, COD."
OK,62767,round-lab-1025-dokdo-cleansing-gel-150ml,Round Lab 1025 Dokdo Cleansing Gel 150ml,Round Lab,South Korea,,gel_cleanser,155,6,yes,,"Round Lab gel cleanser for sensitive, dry skin with deep sea water — mildly acidic pH. Authentic South Korean import at Emart Bangladesh with COD delivery."
OK,62795,heimish-all-clean-gentle-exfoliating-gel-cleanser-130ml,Heimish All Clean Gentle Exfoliating Gel Cleanser 130ml,Heimish All Clean,South Korea,gel_cleanser,,157,6,yes,,"Heimish All Clean gentle exfoliating gel for oily, sensitive skin — refines pores & blackheads. Authentic South Korean import — buy at Emart Bangladesh, COD."
OK,62809,im-from-mugwort-gel-cleanser-150ml,I&#8217;m From Mugwort Gel Cleanser 150ml,I’m from,South Korea,gel_cleanser,gel_cleanser,158,6,yes,,"I’m From gel cleanser for sensitive, acne-prone skin with Mugwort Extract — soothes redness. Authentic South Korean import at Emart Bangladesh — COD delivery."
OK,62909,abib-acne-foam-cleanser-heartleaf-foam-150ml,Abib Acne foam cleanser Heartleaf foam 150ml,Abib,South Korea,foam_cleanser,foam_cleanser,150,6,yes,,"Abib foam cleanser for acne-prone, oily skin with Heartleaf Extract — soothes blemishes. Authentic South Korean import — buy at Emart Bangladesh, COD."
OK,62935,torriden-balanceful-cleansing-gel-200ml,Torriden BALANCEFUL Cleansing Gel 200ml,Torriden,South Korea,,gel_cleanser,151,6,yes,,"Torriden gentle gel cleanser for sensitive, dry skin with Panthenol (Provitamin B5) — soothes without stripping. Buy original at Emart Bangladesh, COD."
OK,62957,hadalabo-gokujyun-hydrataning-hyaluronic-cleansing-foam-100gm,Hadalabo Gokujyun Hydrataning Hyaluronic Cleansing Foam 100gm,Hada Labo,Japan,foam_cleanser,foam_cleanser,139,6,yes,,"Hada Labo foam cleanser for dry, dehydrated skin with Hyaluronic Acid — deep hydration. Authentic Japanese import at Emart Bangladesh, COD."
OK,62959,hada-labo-gokujyun-hyaluronic-acid-foaming-facewash160ml,Hada Labo Gokujyun Hyaluronic Acid Foaming Facewash160ml,Hada Labo,Japan,foam_cleanser,foam_cleanser,149,6,yes,,"Hada Labo foaming cleanser for dry, dehydrated skin with Hyaluronic Acid — Japanese gentle hydration. Buy authentic import at Emart Bangladesh — COD."
OK,62971,biore-skin-care-medicated-facial-wash-acne-care-130g,Biore Skin Care Medicated Facial Wash Acne Care 130g,Biore Skin Care,Japan,foam_cleanser,foam_cleanser,152,6,yes,,"Biore Skin Care medicated foam for oily, acne-prone skin with Salicylic Acid — deep cleans pores. Authentic Japan import — buy at Emart Bangladesh, COD."
OK,62973,biore-skin-care-facial-wash-moisture-for-moist-smooth-skin-130g,Biore Skin Care Facial Wash Moisture For Moist & Smooth Skin 130g,Biore Skin Care,Japan,foam_cleanser,foam_cleanser,155,6,yes,,"Biore foam cleanser for dry, dehydrated skin with micro-foam technology — gentle, hydrating. Authentic Japanese import at Emart Bangladesh — COD available."
OK,62975,biore-skin-care-facial-wash-rich-moisture-for-dry-skin-130g,Biore Skin care Facial Wash Rich Moisture For Dry Skin 130g,Biore Skin Care,Japan,foam_cleanser,foam_cleanser,153,6,yes,,"Biore Skin Care foam cleanser for dry, dehydrated skin with squalane — moisture-lock hydration. Authentic Japanese import — buy at Emart Bangladesh, COD."
OK,62977,biore-skincare-facial-wash-scrub-for-dirty-pores-and-dead-skin-130g,Biore Skincare Facial Wash Scrub For Dirty Pores and Dead Skin 130g,Biore Skincare Facial,Japan,foam_cleanser,generic_cleanser,136,6,yes,,"Biore exfoliating face scrub with PHFA for oily skin, pores & blackheads. Gentle pore cleanser — buy at Emart Bangladesh, COD available."
OK,63073,kaine-rosemary-relief-gel-cleanser-mini-30ml,KAINE Rosemary Relief Gel Cleanser MINI &#8211; 30ml,KAINE Rosemary Relief,South Korea,gel_cleanser,gel_cleanser,154,6,yes,,"KAINE Rosemary gel cleanser for sensitive, combination skin — soothes with rosemary extract. Authentic South Korean import — buy at Emart Bangladesh, COD."
OK,63157,clean-clear-night-relaxing-deep-cleaning-face-wash-240ml,Clean & Clear Night Relaxing Deep Cleaning Face Wash 240ml,Clean &amp; Clear,UK,foam_cleanser,foam_cleanser,143,6,yes,,"Clean & Clear foam cleanser for normal to oily skin with soothing agents — deep yet gentle. Authentic UK import — buy at Emart Bangladesh, COD."
OK,63171,b-lab-cica-barrier-5-5-gel-cleanser-120ml,B.LAB Cica Barrier 5.5 Gel Cleanser 120ml,B.LAB Cica Barrier,South Korea,cleansing_bar|gel_cleanser,gel_cleanser,148,6,yes,,"B.LAB gentle gel cleanser for acne-prone, sensitive skin with Cica — low pH 5.5 formula. Buy authentic South Korean import at Emart Bangladesh, COD."
OK,63195,rovectin-clean-green-papaya-pore-cleansing-foam-150ml,Rovectin Clean Green Papaya Pore Cleansing Foam 150ml,Rovectin,South Korea,foam_cleanser,foam_cleanser,142,6,yes,,"Rovectin papaya foam cleanser for oily, combination skin with Papain Enzyme — pore refining. Low pH 5.5 formula. Buy at Emart Bangladesh, COD."
OK,63225,heimish-matcha-biome-low-ph-hydrating-mask-sheet-30ml,Heimish Matcha Biome Low pH Hydrating Mask Sheet 30ml,Heimish Matcha Biome,South Korea,,foam_cleanser,158,6,yes,,"Heimish Matcha Biome hydrating foam for dry, sensitive skin with Matcha Biome Complex — low pH 5.5. Buy original South Korean import at Emart Bangladesh, COD."
OK,63433,pyunkang-yul-low-ph-cleansing-water-290ml,Pyunkang Yul Low pH Cleansing Water 290ml,Pyunkang Yul,South Korea,,cleansing_bar|foam_cleanser,151,6,yes,,"Pyunkang Yul Low pH cleansing foam for dry, sensitive skin with skin barrier agents. Low pH 5.5 South Korean import — buy at Emart Bangladesh with COD."
OK,63463,cerave-hydrating-cream-to-foam-cleanser-normal-to-dry-skin-473ml,Cerave Hydrating Cream To Foam Cleanser (normal-to-dry skin) 473ml,Cerave,USA,foam_cleanser,foam_cleanser,144,6,yes,,"CeraVe cream-to-foam cleanser for dry, sensitive skin with ceramides — retains moisture. Ceramide-rich USA import buy at Emart Bangladesh — COD."
OK,63601,la-roche-posay-effaclar-purifying-cleansing-gel-400ml,La Roche Posay Effaclar Purifying Cleansing Gel 400ml,La Roche Posay,France,,gel_cleanser,137,6,yes,,"La Roche Posay Effaclar gel cleanser for sensitive, oily skin — gentle purifying. Authentic French import — buy at Emart Bangladesh, COD."
OK,63637,kaine-rosemary-relief-gel-cleanser-150ml,KAINE Rosemary Relief Gel Cleanser 150ml,KAINE Rosemary Relief,South Korea,gel_cleanser,gel_cleanser,155,6,yes,,"KAINE Rosemary Relief gel cleanser for acne-prone, sensitive skin with Rosemary Extract — Low pH formula. Buy original at Emart Bangladesh — COD available."
OK,63679,neutrogena-hydro-boost-hydrating-cleansing-gel-162ml,Neutrogena Hydro Boost Hydrating Cleansing Gel 162ml,Neutrogena,USA,,gel_cleanser,147,6,yes,,"Neutrogena Hydro Boost gel cleanser for dry, sensitive skin with Hyaluronic Acid — non-stripping. Buy original US import at Emart Bangladesh — COD."
OK,63775,heimish-matcha-biome-amino-acne-cleansing-foam-150ml,Heimish Matcha Biome Amino Acne Cleansing Foam 150ml,Heimish Matcha Biome,South Korea,foam_cleanser,foam_cleanser,157,6,yes,,"Heimish matcha biome foam cleanser for acne-prone, oily skin with matcha — gentle acne control. Authentic South Korean import — buy at Emart Bangladesh, COD."
OK,74050,anua-heartleaf-succinic-moisture-cleansing-foam-25ml,Anua Heartleaf Succinic Moisture Cleansing Foam 25ml,Anua,South Korea,foam_cleanser,foam_cleanser,149,6,yes,,"Anua foam cleanser for dry, dehydrated skin with heartleaf extract — moisture-boosting. Authentic South Korean import — buy at Emart Bangladesh, COD."
OK,74052,anua-heartleaf-quercetinol-pore-deep-cleansing-foam-150ml,Anua Heartleaf Quercetinol Pore Deep Cleansing Foam 150ml,Anua,South Korea,foam_cleanser,foam_cleanser,140,6,yes,,"Anua Heartleaf foam cleanser for oily, acne-prone skin with pore-tightening Quercetinol — South Korean import. Buy at Emart Bangladesh, COD."
OK,74062,aqualogica-iiiuminate-smoothie-face-wash-with-wild-berries-alpha-arbutin-for-luminous-glow-100ml,Aqualogica IIIuminate+ Smoothie Face Wash with Wild Berries & Alpha Arbutin for Luminous Glow 100ml,Aqualogica IIIuminate+ Smoothie,India,foam_cleanser,foam_cleanser,153,6,yes,,"Aqualogica foam face wash for oily, combination skin with Alpha Arbutin — fades hyperpigmentation. Authentic India import — buy at Emart Bangladesh, COD."
OK,74064,aqualogica-glow-smoothie-face-wash-with-papaya-vitamin-c-for-glowing-skin-100ml,Aqualogica Glow+ Smoothie Face Wash with Papaya & Vitamin C for Glowing Skin 100ml,Aqualogica Glow+ Smoothie,India,foam_cleanser,foam_cleanser,148,6,yes,,"Aqualogica Glow+ face wash with Papaya & Vitamin C for dull, hyperpigmented skin. Brightening foam cleanser — buy original at Emart Bangladesh, COD."
OK,74066,aqualogica-radiance-smoothie-face-wash-with-watermelon-niacinamide-for-clear-oil-free-skin-100ml,Aqualogica Radiance+ Smoothie Face Wash with Watermelon & Niacinamide for Clear & Oil-Free Skin 100ml,Aqualogica Radiance+ Smoothie,India,foam_cleanser,foam_cleanser,149,6,yes,,"Aqualogica Radiance+ foam face wash for dull, hyperpigmented skin with Niacinamide and Watermelon Extract. Buy at Emart Bangladesh with COD delivery."
OK,74082,innsaei-low-ph-daily-gel-cleanser-5-5-150ml,Innsaei Low Ph Daily Gel Cleanser 5.5 150ml,Innsaei Low Ph,Bangladesh,gel_cleanser,gel_cleanser,142,6,yes,,"Innsaei Low pH gel cleanser for sensitive skin with Centella Asiatica — soothes irritation. Low pH 5.5 formula — buy at Emart Bangladesh, COD."
OK,74096,avene-cleanance-cleansing-gel-400ml,Avene Cleanance Cleansing Gel 400ml,AVENE,France,,gel_cleanser,154,6,yes,,"AVENE gel cleanser for sensitive, oily skin with Avene Thermal Spring Water — soothes & exfoliates. Authentic French import, buy at Emart Bangladesh, COD."
OK,74098,avene-cleanance-cleansing-gel-200ml,Avene Cleanance Cleansing Gel 200ml,AVENE,France,,gel_cleanser,142,6,yes,,"Avene gentle gel cleanser for sensitive, oily skin with MP Oil Control — soap-free. French pharmacy import — buy at Emart Bangladesh with COD."
OK,74243,retina-oroclin-lemon-brightening-cream-facewash-100ml,Retina Oroclin Lemon Brightening Cream Facewash 100ml,Retina Oroclin Lemon,USA,,generic_cleanser,146,6,yes,,"Retina Oroclin Lemon cream cleanser with Retinaldehyde and Citric Acid for hyperpigmentation, wrinkles. USA import — buy at Emart Bangladesh, COD."
OK,74259,acne-combo-carenel-niacinamide-10-zinc-1-serum-30ml-carenel-cicavita-b5-salicylic-acid-gentle-cleanser-150ml,Acne Combo (Carenel Niacinamide 10% Zinc 1% Serum 30ml & Carenel Cicavita B5 Salicylic Acid Gentle Cleanser 150ml),Acne,South Korea,generic_cleanser,generic_cleanser,158,6,yes,,"Acne Combo by Carenel — Salicylic Acid cleanser + 10% Niacinamide serum for acne and dark spots. Authentic South Korean import — buy at Emart Bangladesh, COD."
OK,74267,carenel-egg-white-pore-clinic-cleansing-foam-150ml,Carenel Egg White Pore Clinic Cleansing Foam 150ml,CARE:NEL,South Korea,foam_cleanser,foam_cleanser,134,6,yes,,"Carenel foam cleanser for oily, combo skin with egg white & salicylic acid — pore refining. Buy at Emart Bangladesh with COD delivery."
OK,74321,skinlife-foaming-face-wash-pump-160ml,SkinLife Foaming Face Wash Pump 160ml,SkinLife Foaming Face,Japan,foam_cleanser,foam_cleanser,148,6,yes,,"SkinLife Japanese foam cleanser with hyaluronic acid for oily, acne-prone skin — gentle hydration. Buy original at Emart Bangladesh — COD available."
OK,74323,coxir-green-tea-ph-clear-foam-cleanser-150ml,Coxir Green Tea pH Clear Foam Cleanser - 150ml,coxir,South Korea,foam_cleanser,foam_cleanser,150,6,yes,,"Coxir pH Clear Foam for dry, sensitive skin with Green Tea Extract — gentle hydration. Low pH 5.5 formula — buy at Emart Bangladesh with COD delivery."
OK,74394,dr-sheths-mediglow-foaming-face-wash-100ml,Dr. Sheth’s Mediglow Foaming Face Wash - 100ml,DR.Shetha's,India,foam_cleanser,foam_cleanser,148,6,yes,,"Dr. Sheth's foaming face wash for oily, dull skin with Niacinamide & Vitamin C — brightens, controls oil. Buy at Emart Bangladesh with COD delivery."
OK,74474,gfors-salicylic-acid-deep-cleansing-foam-150ml,GFORS Salicylic Acid Deep Cleansing Foam 150ml,GFORS Salicylic Acid,South Korea,foam_cleanser,foam_cleanser,134,6,yes,,"GFORS Salicylic Acid Deep Cleansing Foam — BHA for acne-prone, oily skin. Authentic South Korean import. Buy at Emart Bangladesh, COD."
OK,74640,kose-cosmeport-softymo-hyaluronic-acid-cleansing-foam-150g,Kose Cosmeport Softymo Hyaluronic Acid Cleansing Foam 150g,Kose,Japan,foam_cleanser,foam_cleanser,156,6,yes,,"Kose Cosmeport Softymo Hyaluronic Acid foam cleanser for dry, dehydrated skin — ceramides hydrate. Authentic Japanese import — buy at Emart Bangladesh, COD."
OK,74731,lavino-vitamin-c-face-wash-with-tangerine-extract,Lavino Vitamin C Face Wash - with Tangerine Extract,Lavino Vitamin C,Bangladesh,foam_cleanser,foam_cleanser,151,6,yes,,"Lavino Vitamin C face wash with Tangerine E for dull, hyperpigmented skin — brightening foam. Vitamin C-powered formula — buy at Emart Bangladesh, COD."
OK,74735,lavino-neem-purifying-face-wash-with-0-5-salicylic-acid-100ml,Lavino Neem Purifying Face Wash With 0.5% Salicylic Acid 100ml,Lavino Neem,Bangladesh,foam_cleanser,foam_cleanser,143,6,yes,,"Lavino Neem face wash for oily, acne-prone skin with 0.5% Salicylic Acid. Blemish control for Bangladesh climate. Buy at Emart Bangladesh, COD."
OK,74737,lavino-milk-brightening-face-wash-100ml,Lavino Milk Brightening Face Wash 100ml,Lavino Milk,Bangladesh,foam_cleanser,foam_cleanser,147,6,yes,,Lavino Milk cream face wash for hyperpigmentation-prone skin with Milk Protein — brightens and evens tone. Buy at Emart Bangladesh — COD available.
OK,74757,lilac-advanced-brightening-face-wash-dry-and-sensitive-skin-120ml,Lilac Advanced Brightening Face Wash Dry And Sensitive Skin 120ml,Lilac Advanced,Bangladesh,foam_cleanser,foam_cleanser,152,6,yes,,"Lilac Advanced brightening foam wash for dry, sensitive skin with hyperpigmentation care. Bangladeshi brand — buy at Emart Bangladesh with COD delivery."
OK,74759,lilac-brightening-face-wash-oily-combination-skin-120ml,Lilac Brightening Face Wash Oily & Combination Skin 120ml,Lilac,Bangladesh,foam_cleanser,foam_cleanser,152,6,yes,,"Lilac brightening foam cleanser for oily, combination skin with Niacinamide — targets hyperpigmentation. Bangladesh-made — buy at Emart Bangladesh, COD."
OK,74774,make9-black-sugar-wash-off-peeling-serum-30ml,MAKE9 Black Sugar Wash-off Peeling Serum 30ml,MAKE9 Black Sugar,South Korea,,,154,6,yes,,"MAKE9 Black Sugar peeling serum for oily, combination skin — exfoliates with AHA + granules. Authentic South Korean import — buy at Emart Bangladesh, COD."
OK,74788,mamaearth-charcoal-face-wash-100ml,Mamaearth Charcoal Face Wash 100ml,Mamaearth,India,foam_cleanser,foam_cleanser,153,6,yes,,"Mamaearth charcoal face wash for oily, acne-prone skin with neem and tea tree oil. Activated charcoal draws out impurities. Buy at Emart Bangladesh, COD."
OK,74790,mamaearth-vitamin-c-daily-glow-face-wash-100ml,Mamaearth Vitamin C Daily Glow Face Wash 100ml,Mamaearth,India,foam_cleanser,foam_cleanser,157,6,yes,,"Mamaearth Vitamin C face wash with turmeric for hyperpigmentation, dull skin — brightening formula. Authentic India import, buy at Emart Bangladesh with COD."
OK,74802,mamaearth-rice-dewy-face-wash-100ml,Mamaearth Rice Dewy Face Wash 100ml,Mamaearth Rice Dewy,India,foam_cleanser,foam_cleanser,146,6,yes,,"Mamaearth Rice Dewy foam face wash for dull, dry skin with Rice Water for brightening. Hydrating formula – buy at Emart Bangladesh, COD available."
OK,74806,mamaearth-beetroot-hydraful-face-wash-100ml,Mamaearth Beetroot Hydraful Face Wash 100ml,Mamaearth Beetroot Hydraful,India,foam_cleanser,foam_cleanser,154,6,yes,,"Mamaearth hydrating foam cleanser for dry, dehydrated skin with beetroot extract — replenishes moisture. Buy original at Emart Bangladesh — COD available."
OK,74808,mamaearth-multani-mitti-oil-balance-face-wash-100ml,Mamaearth Multani Mitti Oil Balance Face Wash 100ml,Mamaearth Multani Mitti,India,foam_cleanser,foam_cleanser,152,6,yes,,"Mamaearth Multani Mitti face wash for oily, acne-prone skin with natural clay — deep oil control. Authentic India import — buy at Emart Bangladesh, COD."
OK,74812,mamaearth-oil-free-face-wash-100ml,Mamaearth Oil-Free Face Wash 100ml,Mamaearth Oil-Free Face,India,foam_cleanser,foam_cleanser,148,6,yes,,"Mamaearth charcoal foam wash for oily, acne-prone skin with tea tree oil — deep pore cleanse. Original Indian import — buy at Emart Bangladesh, COD."
OK,74814,mamaearth-vitamin-c-foaming-facewash-150ml,Mamaearth Vitamin C Foaming Facewash 150ml,Mamaearth Vitamin C,India,foam_cleanser,foam_cleanser,155,6,yes,,"Mamaearth Vitamin C foaming facewash with Orange Beads for brightening and hyperpigmentation. Vitamin C antioxidant formula — buy at Emart Bangladesh, COD."
OK,74897,muuchstac-ocean-facewash-for-man-100ml,Muuchstac Ocean Facewash For Man 100ml,Muuchstac Ocean Facewash,India,,foam_cleanser,154,6,yes,,"Muuchstac Ocean Facewash for men with Seaweed Extract — purifying foam for oily, combination skin. Authentic Indian import — buy at Emart Bangladesh, COD."
OK,74899,nature-beauty-neem-face-wash-100ml,Nature Beauty Neem Face wash 100ml,Nature Beauty,Bangladesh,foam_cleanser,foam_cleanser,133,6,yes,,"Nature Beauty Neem Face Wash for oily, acne-prone skin with neem and tea tree oil. Made in Bangladesh — buy at Emart Bangladesh, COD."
OK,74905,nature-beauty-milk-face-wash-100ml,Nature Beauty Milk Face wash 100ml,Nature Beauty,Bangladesh,foam_cleanser,foam_cleanser,134,6,yes,,"Nature Beauty Milk Face wash for dry, sensitive skin with Milk Protein — gentle cream cleanser. Buy original at Emart Bangladesh, COD."
OK,74913,nature-beauty-tea-tree-face-wash-100ml,Nature Beauty Tea Tree Face wash 100ml,Nature Beauty,Bangladesh,foam_cleanser,foam_cleanser,137,6,yes,,"Nature Beauty tea tree foam cleanser for oily, acne-prone skin with Tea Tree Oil — controls acne. Made in Bangladesh — buy at Emart, COD."
OK,75060,rajkonna-glow-booster-facial-wash-100ml,Rajkonna Glow Booster Facial Wash 100ml,Rajkonna,Bangladesh,foam_cleanser,foam_cleanser,156,6,yes,,"Rajkonna glow booster foam cleanser for normal, dull skin with Niacinamide and Vitamin C. Buy at Emart Bangladesh with COD delivery — Vitamin C brightening."
OK,75062,rajkonna-acne-fighting-facial-wash-100ml,Rajkonna Acne Fighting Facial Wash 100ml,Rajkonna,Bangladesh,foam_cleanser,foam_cleanser,149,6,yes,,"Rajkonna acne fighting facial wash for oily, acne-prone skin with Salicylic Acid — unclogs pores. Buy original at Emart Bangladesh with COD delivery."
OK,75086,rohto-acnes-foaming-face-wash-160ml,Rohto Acnes Foaming face wash 160ml,Rohto,Japan,foam_cleanser,foam_cleanser,134,6,yes,,"Rohto foaming face wash for oily, acne-prone skin with blemish control — Japan import. Buy original at Emart Bangladesh, COD delivery."
OK,75097,melano-cc-deep-clear-face-wash-130g,Melano CC Deep Clear Face Wash 130g,Melano,Japan,foam_cleanser,foam_cleanser,132,6,yes,,"Melano Vitamin C & Hyaluronic Acid foam cleanser for dull, dry skin — brightening. Buy original at Emart Bangladesh — COD available."
OK,75183,simple-smoothing-gel-cleanser-face-cleanser-230ml,Simple Smoothing Gel Cleanser Face Cleanser 230ml,Simple,UK,gel_cleanser,gel_cleanser,140,6,yes,,"Simple gel cleanser for sensitive, dry skin with Glycerin — gentle moisturising wash. Low pH formula from UK — buy at Emart Bangladesh, COD."
OK,75213,skin-cafe-hydrating-hyaluronic-acid-face-wash-with-seaweed-extract-dry-sensitive-skin-140ml,Skin Cafe Hydrating Hyaluronic Acid Face Wash with Seaweed Extract (Dry & Sensitive Skin) 140ml,skin cafe,Bangladesh,foam_cleanser,foam_cleanser,150,6,yes,,"Skin Cafe hydrating foam cleanser with Hyaluronic Acid for dry, sensitive skin — gentle hydration. Authentic Bangladesh import — buy at Emart BD, COD."
OK,75221,skino-miracle-anti-acne-cleansing-foam-100ml,Skino Miracle Anti Acne Cleansing Foam 100ml,SKINO,South Korea,foam_cleanser,foam_cleanser,135,6,yes,,"SKINO Acne Cleansing Foam with Tea Tree Extract for oily, acne-prone skin. Low pH 5.5 formula — buy at Emart Bangladesh, COD available."
